Time,ECG
337691,20.895
337692,20.086
337693,24.669
337694,34.374
337695,37.34
337696,36.261
337697,37.879
337698,29.791
337699,34.105
337700,37.07
337701,36.531
337702,36.531
337703,36.801
337704,35.453
337705,44.619
337706,30.061
337707,20.625
337708,12.807
337709,4.1797
337710,4.1797
337735,22.243
337736,67.265
337737,122.8
337738,181.03
337739,237.65
337740,300.73
337741,367.59
337742,427.44
337743,477.32
337744,527.19
337745,562.24
337746,594.32
337747,620.2
337748,629.64
337749,622.09
337750,605.1
337751,587.85
337752,578.95
337753,561.97
337754,553.34
337755,553.61
337756,571.41
337757,603.22
337758,617.51
337759,622.09
337760,601.33
337761,564.13
337762,513.17
337763,461.95
337764,402.37
337765,346.56
337766,297.77
337767,247.08
337768,200.71
337769,159.47
337770,121.18
337771,88.563
337772,58.368
337773,38.418
337774,22.512
337775,5.5277
338027,4.7189
338028,3.6405
338029,3.9101
338030,3.9101
338031,3.9101
338032,3.9101
338033,3.9101
338034,3.9101
338035,3.9101
338036,3.9101
338037,3.9101
338038,3.9101
338039,3.9101
338040,3.9101
338041,3.6405
338042,11.728
338043,11.728
338044,20.086
338045,19.816
338046,19.816
338047,19.816
338048,19.816
338049,19.816
338050,20.086
338051,18.738
338052,10.65
338053,13.885
338054,18.199
338055,13.076
338056,18.738
338057,10.65
338058,11.459
338059,14.424
338060,20.625
338061,19.277
338062,19.816
338063,19.277
338064,20.355
338065,15.503
338066,9.8412
338067,16.311
338068,20.086
338069,19.277
338070,19.277
338071,20.355
338072,13.615
338073,10.92
338074,11.459
338075,11.459
338076,11.189
338077,11.459
338078,10.65
338079,18.468
338080,19.547
338081,19.277
338082,19.277
338083,19.277
338084,19.277
338085,19.277
338086,19.007
338087,10.92
338088,11.189
338089,11.728
338090,19.547
338091,19.007
338092,19.277
338093,19.007
338094,19.007
338095,19.007
338096,19.007
338097,19.007
338098,19.547
338099,16.581
338100,10.111
338101,11.189
338102,10.65
338103,11.459
338104,9.0324
338105,19.547
338106,23.59
338107,23.051
338108,22.243
338109,23.59
338110,21.703
338111,23.86
338112,22.243
338113,17.929
338114,19.007
338115,18.738
338116,18.738
338117,18.738
338118,18.738
338119,18.468
338120,19.277
338121,11.459
338122,10.38
338123,10.38
338124,10.65
338125,10.38
338126,18.468
338127,18.468
338128,18.468
338129,18.468
338130,18.468
338131,18.468
338132,18.468
338133,18.468
338134,18.468
338135,18.468
338136,18.199
338137,18.199
338138,18.199
338139,18.199
338140,18.199
338141,18.199
338142,18.199
338143,18.199
338144,18.199
338145,18.199
338146,18.199
338147,18.199
338148,18.199
338149,18.199
338150,18.199
338151,17.659
338152,19.007
338153,11.998
338154,14.694
338155,19.007
338156,16.851
338157,24.13
338158,26.286
338159,26.017
338160,25.208
338161,32.757
338162,34.105
338163,33.835
338164,33.565
338165,34.374
338166,25.747
338167,33.565
338168,25.747
338169,25.747
338170,25.478
338171,25.747
338172,25.208
338173,17.12
338174,17.659
338175,17.39
338176,17.39
338177,17.39
338178,17.39
338179,17.39
338180,17.39
338181,17.39
338182,17.39
338183,17.12
338184,17.39
338185,16.311
338186,21.164
338187,22.512
338188,16.311
338189,16.581
338190,21.434
338191,25.747
338192,26.017
338193,19.547
338194,21.434
338195,26.017
338196,24.13
338197,30.87
338198,33.565
338199,32.757
338200,33.835
338201,26.286
338202,25.208
338203,17.929
338204,16.581
338205,17.12
338206,16.042
338207,24.938
338208,16.581
338209,32.487
338210,32.757
338211,24.669
338212,24.669
338213,24.669
338214,24.669
338215,24.669
338216,24.669
338217,24.399
338218,24.399
338219,24.399
338220,24.399
338221,24.399
338222,24.399
338223,24.399
338224,24.399
338225,24.399
338226,24.13
338227,24.938
338228,20.895
338229,15.233
338230,17.12
338231,11.998
338232,7.6844
338233,7.1452
338234,13.615
338235,11.998
338236,7.1452
338237,8.2236
338238,8.2236
338239,7.1452
338240,13.885
338241,16.581
338242,16.042
338243,16.042
338244,16.042
338245,16.042
338246,16.042
338247,16.042
338248,16.042
338249,16.042
338250,15.772
338251,16.042
338252,15.772
338253,24.13
338254,23.86
338255,23.86
338256,23.86
338257,23.86
338258,23.86
338259,23.86
338260,23.86
338261,23.59
338262,23.59
338263,23.59
338264,23.59
338265,23.86
338266,23.051
338267,26.556
338268,31.678
338269,34.374
338270,40.575
338271,39.227
338272,39.497
338273,39.227
338274,40.305
338275,34.644
338276,30.87
338277,30.33
338278,37.34
338279,33.565
338280,35.992
338281,39.766
338282,38.957
338283,39.227
338284,38.957
338285,38.957
338286,38.688
338287,39.497
338288,31.678
338289,30.6
338290,30.87
338291,30.6
338292,30.6
338293,30.6
338294,30.6
338295,30.6
338296,30.6
338297,30.6
338298,30.6
338299,30.6
338300,30.33
338301,30.6
338302,29.252
338303,21.164
338304,24.669
338305,29.252
338306,21.164
338307,22.243
338308,22.782
338309,18.738
338310,16.311
338311,23.321
338312,21.164
338313,25.747
338314,31.139
338315,28.982
338316,34.374
338317,38.688
338318,37.879
338319,37.879
338320,38.688
338321,32.487
338322,28.982
338323,30.6
338324,24.399
338325,14.963
338326,13.615
338327,13.076
338328,20.625
338329,21.703
338330,21.703
338331,21.164
338332,29.522
338333,21.973
338334,21.434
338335,21.434
338336,21.434
338337,21.434
338338,21.434
338339,20.895
338340,12.807
338341,13.346
338342,13.346
338343,13.346
338344,13.346
338345,12.807
338346,14.963
338347,22.243
338348,20.625
338349,23.59
338350,30.061
338351,28.982
338352,28.982
338353,29.791
338354,25.747
338355,19.816
338356,22.782
338357,13.076
338383,48.124
338384,104.47
338385,155.69
338386,221.74
338387,277.55
338388,337.94
338389,399.94
338390,448.2
338391,492.95
338392,523.15
338393,557.39
338394,583.54
338395,595.94
338396,595.94
338397,585.42
338398,577.61
338399,564.67
338400,546.06
338401,533.93
338402,527.73
338403,544.45
338404,564.4
338405,581.65
338406,580.84
338407,564.67
338408,543.37
338409,498.88
338410,441.46
338411,382.15
338412,332.28
338413,274.31
338414,231.45
338415,182.38
338416,140.32
338417,99.077
338418,65.647
338419,40.844
338420,16.311
338757,7.6844
338809,1.2142
338811,3.3709
338812,9.0324
338813,7.954
338814,8.2236
338815,7.954
338816,8.4932
338817,7.1452
338818,13.885
338819,11.728
338820,7.1452
338821,8.2236
338822,8.2236
338823,6.8756
338824,14.963
338825,10.111
338826,7.4148
338827,8.2236
338828,7.954
338829,7.954
338830,7.954
338831,8.4932
338836,7.954
338837,7.954
338838,7.954
338839,7.954
338840,7.6844
338841,9.0324
338842,15.233
338843,8.2236
338844,17.12
338845,14.155
338846,7.1452
338847,7.954
338848,8.2236
338849,5.2581
338852,3.3709
338853,5.2581
338859,4.4493
338860,8.4932
338861,7.6844
338862,7.954
338863,7.6844
338864,7.6844
338865,7.954
338866,7.4148
338867,8.4932
338868,0.94458
338887,1.2142
338888,8.7628
338889,7.6844
338890,7.4148
338891,10.38
338892,16.581
338893,16.581
338894,11.998
338895,10.38
338896,16.851
338897,15.503
338898,15.772
338899,15.772
338900,15.772
338901,15.772
338902,16.042
338903,14.963
338904,21.164
338905,24.399
338906,23.59
338907,23.59
338908,23.59
338909,23.59
338910,23.321
338911,24.13
338912,16.851
338913,14.694
338914,23.321
338915,16.311
338916,14.963
338917,23.321
338918,23.59
338919,23.321
338920,23.321
338921,23.051
338922,14.963
338923,15.503
338924,15.233
338925,15.233
338926,15.233
338927,15.233
338928,14.694
338929,16.851
338930,24.13
338931,23.051
338932,23.051
338933,23.86
338934,20.355
338935,14.155
338936,15.233
338937,14.963
338938,14.963
338939,14.963
338940,14.963
338941,14.963
338942,15.233
338943,13.885
338944,20.895
338945,18.199
338946,14.424
338947,14.155
338948,20.895
338949,23.051
338950,23.59
338951,16.311
338952,14.424
338953,14.963
338954,14.694
338955,14.694
338956,14.694
338957,14.694
338958,14.694
338959,14.694
338960,14.694
338961,14.694
338962,14.694
338963,14.694
338964,14.155
338965,6.0669
338966,6.3365
338967,7.4148
338968,15.233
338969,14.424
338970,14.694
338971,14.424
338972,14.694
338973,13.885
338974,16.851
338975,23.321
338976,22.243
338977,22.243
338978,23.051
338979,19.007
338980,13.346
338981,15.233
338982,10.111
338983,5.5277
338984,6.3365
338985,6.3365
338986,6.0669
338987,6.3365
338988,5.2581
338989,11.998
338990,14.694
338991,13.885
338992,14.963
338993,7.4148
338994,6.3365
339019,17.12
339020,61.603
339021,110.67
339022,164.59
339023,218.51
339024,269.73
339025,334.43
339026,390.78
339027,438.77
339028,484.06
339029,518.3
339030,551.46
339031,573.83
339032,577.34
339033,569.25
339034,561.97
339035,539.05
339036,520.72
339037,496.46
339038,477.86
339039,467.61
339040,481.09
339041,505.89
339042,513.98
339043,522.07
339044,505.09
339045,479.74
339046,446.04
339047,403.45
339048,354.11
339049,312.86
339050,271.35
339051,229.83
339052,189.12
339053,158.93
339054,130.62
339055,91.259
339056,68.613
339057,42.732
339058,20.625
339059,4.4493
339452,0.94458
339456,0.94458
339459,1.2142
339460,1.2142
339461,9.302
339462,9.0324
339463,9.5716
339464,17.659
339465,17.12
339466,17.39
339467,17.12
339468,17.12
339469,17.659
339470,15.503
339471,8.4932
339472,8.7628
339473,11.728
339474,15.503
339475,7.954
339476,9.302
339477,8.7628
339478,9.8412
339479,5.5277
339481,1.2142
339482,0.94458
339483,0.94458
339484,0.94458
339485,0.94458
339486,0.94458
339487,0.94458
339488,0.94458
339489,0.94458
339491,1.7534
339504,1.2142
339507,0.94458
339510,1.7534
339511,0.94458
339512,1.2142
339513,1.2142
339514,1.2142
339515,1.2142
339516,1.2142
339517,1.2142
339518,0.94458
339519,1.2142
339521,4.9885
339522,9.0324
339523,13.346
339524,17.12
339525,21.434
339526,25.747
339527,25.747
339528,20.086
339529,16.311
339530,17.12
339531,17.12
339532,17.12
339533,17.12
339534,16.851
339535,16.851
339536,16.851
339537,17.12
339538,16.311
339539,24.669
339540,17.39
339541,16.851
339542,16.851
339543,16.851
339544,16.851
339545,24.938
339546,24.669
339547,24.669
339548,24.669
339549,24.399
339550,25.747
339551,33.296
339552,32.487
339553,32.757
339554,32.487
339555,33.026
339556,30.33
339557,24.13
339558,22.243
339559,15.503
339560,16.581
339561,16.311
339562,16.581
339563,15.503
339564,20.086
339565,25.208
339566,24.13
339567,24.399
339568,24.13
339569,24.399
339570,23.86
339571,24.938
339572,18.738
339573,14.694
339574,22.243
339575,24.669
339576,23.59
339577,24.938
339578,16.311
339579,23.321
339580,16.851
339581,15.772
339582,16.042
339583,15.772
339584,15.772
339585,15.772
339586,15.772
339587,15.772
339588,15.772
339589,15.772
339590,16.581
339591,24.399
339592,23.86
339593,22.512
339594,14.963
339595,15.772
339596,15.503
339597,15.503
339598,15.772
339599,14.963
339600,18.199
339601,24.399
339602,23.321
339603,23.59
339604,23.59
339605,23.59
339606,23.59
339607,23.59
339608,23.321
339609,23.321
339610,23.321
339611,23.051
339612,24.13
339613,17.929
339614,14.424
339615,16.311
339616,9.0324
339617,6.8756
339618,7.4148
339619,6.8756
339620,7.6844
339647,40.844
339648,90.18
339649,143.29
339650,202.87
339651,253.82
339652,312.06
339653,379.99
339654,440.38
339655,491.88
339656,535.55
339657,569.25
339658,602.95
339659,622.63
339660,632.06
339661,627.21
339662,603.49
339663,578.15
339664,545.79
339665,511.56
339666,485.94
339667,468.15
339668,475.16
339669,499.15
339670,515.06
339671,522.34
339672,521.26
339673,501.58
339674,459.79
339675,425.56
339676,373.79
339677,326.07
339678,283.21
339679,234.41
339680,192.9
339681,156.23
339682,130.08
339683,98.268
339684,74.813
339685,48.932
339686,27.634
339687,11.189
339929,0.94458
339934,3.1013
339935,8.4932
339936,11.189
339937,17.12
339938,16.042
339939,16.311
339940,16.311
339941,16.311
339942,16.311
339943,16.311
339944,16.042
339945,16.311
339946,16.042
339947,16.311
339948,15.233
339949,22.243
339950,24.669
339951,23.86
339952,24.13
339953,24.13
339954,24.13
339955,24.13
339956,23.86
339957,23.86
339958,23.86
339959,23.86
339960,23.86
339961,23.86
339962,31.948
339963,31.678
339964,31.948
339965,31.678
339966,31.678
339967,31.678
339968,31.678
339969,31.139
339970,33.565
339971,38.688
339972,30.6
339973,31.678
339974,31.948
339975,28.713
339976,22.512
339977,23.59
339978,23.321
339979,23.321
339980,23.321
339981,23.321
339982,23.051
339983,24.399
339984,17.659
339985,19.277
339986,23.86
339987,22.782
339988,23.321
339989,22.243
339990,28.713
339991,32.487
339992,23.59
339993,30.061
339994,24.669
339995,22.512
339996,23.051
339997,23.051
339998,22.512
339999,30.33
340000,30.87
340001,30.87
340002,30.87
340003,30.6
340004,30.6
340005,30.6
340006,30.33
340007,32.217
340008,46.776
340009,37.609
340010,39.227
340011,37.07
340012,29.791
340013,30.6
340014,30.33
340015,30.061
340016,30.87
340017,27.634
340018,21.434
340019,22.512
340020,21.973
340021,21.973
340022,22.243
340023,21.164
340024,26.286
340025,30.87
340026,29.791
340027,30.061
340028,29.791
340029,30.87
340030,24.399
340031,21.434
340032,21.973
340033,21.703
340034,21.703
340035,21.703
340036,21.973
340037,20.895
340038,29.522
340039,21.973
340040,28.982
340041,29.791
340042,29.522
340043,29.522
340044,29.522
340045,29.522
340046,29.522
340047,29.522
340048,29.522
340049,29.522
340050,29.252
340051,29.522
340052,28.982
340053,30.6
340054,38.418
340055,35.453
340056,26.286
340057,20.355
340058,21.973
340059,18.199
340060,11.998
340061,13.346
340062,12.268
340063,16.581
340064,21.703
340065,20.895
340066,20.895
340067,21.164
340068,20.086
340069,26.017
340070,29.522
340071,28.713
340072,28.982
340073,28.713
340074,28.713
340075,28.713
340076,28.713
340077,28.713
340078,28.713
340079,28.713
340080,28.713
340081,28.174
340082,36.261
340083,36.531
340084,36.531
340085,36.531
340086,36.531
340087,36.531
340088,36.261
340089,36.261
340090,36.261
340091,36.261
340092,36.261
340093,36.531
340094,34.644
340095,27.365
340096,28.174
340097,27.904
340098,27.904
340099,28.174
340100,27.365
340101,30.87
340102,36.801
340103,35.722
340104,35.722
340105,36.531
340106,31.678
340107,26.826
340108,27.904
340109,27.634
340110,27.634
340111,27.634
340112,27.634
340113,27.634
340114,27.365
340115,27.634
340116,26.556
340117,34.105
340118,34.913
340119,42.192
340120,43.54
340121,43.81
340122,35.722
340123,35.453
340124,27.634
340125,26.826
340126,27.095
340127,19.007
340128,19.007
340129,19.007
340130,18.468
340131,10.38
340132,11.189
340133,9.5716
340134,3.6405
340135,10.38
340136,2.023
340137,2.5621
340138,4.4493
340139,11.728
340140,10.65
340141,10.92
340142,10.111
340143,13.885
340144,19.007
340145,21.973
340146,27.904
340147,25.747
340148,30.87
340149,35.453
340150,34.644
340151,34.644
340152,34.644
340153,34.374
340154,35.453
340155,29.252
340156,24.938
340157,33.565
340158,27.634
340159,32.487
340160,34.105
340161,41.384
340162,41.923
340163,49.471
340164,50.55
340165,50.28
340166,50.28
340167,50.28
340168,42.192
340169,41.923
340170,41.923
340171,41.923
340172,41.923
340173,41.923
340174,41.923
340175,41.653
340176,41.653
340177,41.653
340178,41.653
340179,41.923
340180,39.766
340181,32.487
340182,34.374
340183,30.061
340184,28.174
340185,30.87
340186,27.365
340187,34.374
340188,33.026
340189,33.296
340190,33.296
340191,32.217
340192,38.418
340193,37.34
340194,31.139
340195,39.227
340196,35.992
340197,32.217
340198,33.026
340199,32.757
340200,32.757
340201,32.487
340202,33.565
340203,25.747
340204,24.399
340205,24.938
340206,23.86
340207,32.757
340208,24.399
340209,40.305
340210,40.575
340211,40.305
340212,32.487
340213,40.844
340214,40.305
340215,40.305
340216,40.305
340217,40.305
340218,40.305
340219,40.305
340220,40.036
340221,40.575
340222,38.149
340223,31.139
340224,32.217
340225,31.948
340226,31.948
340227,31.678
340228,31.948
340229,30.87
340230,36.261
340231,36.531
340232,30.87
340233,31.678
340234,32.487
340235,26.826
340236,22.782
340237,23.86
340238,22.512
340239,29.252
340240,31.948
340241,31.139
340242,32.217
340243,24.669
340244,22.782
340245,23.59
340246,22.512
340247,31.139
340248,23.86
340249,23.051
340250,23.321
340251,15.233
340252,7.1452
340253,6.8756
340278,34.105
340279,79.666
340280,135.2
340281,193.97
340282,244.93
340283,298.85
340284,364.09
340285,423.13
340286,479.74
340287,538.25
340288,580.57
340289,621.82
340290,647.16
340291,671.16
340292,687.6
340293,687.6
340294,662.26
340295,644.74
340296,611.04
340297,586.23
340298,561.16
340299,544.99
340300,538.25
340301,548.22
340302,563.59
340303,569.25
340304,566.28
340305,540.13
340306,487.83
340307,436.61
340308,377.03
340309,321.22
340310,275.12
340311,234.41
340312,192.9
340313,150.84
340314,113.37
340315,80.744
340316,50.819
340317,31.409
340318,15.772
340558,1.7534
340560,0.94458
340562,1.7534
340568,1.7534
340570,0.94458
340571,0.94458
340572,1.2142
340574,7.1452
340575,9.302
340576,8.7628
340577,9.0324
340578,9.0324
340579,9.0324
340580,9.0324
340581,9.0324
340582,9.0324
340583,9.0324
340584,9.0324
340585,9.0324
340586,9.0324
340587,16.851
340588,8.4932
340589,9.5716
340590,17.39
340591,16.851
340592,16.851
340593,16.851
340594,17.12
340595,15.233
340596,7.4148
340597,10.92
340598,17.659
340599,16.581
340600,16.851
340601,16.581
340602,16.581
340603,16.581
340604,16.581
340605,16.851
340606,15.772
340607,20.895
340608,25.478
340609,24.399
340610,24.669
340611,24.669
340612,24.669
340613,24.399
340614,24.399
340615,24.399
340616,24.399
340617,24.399
340618,24.13
340619,24.938
340620,17.39
340621,15.772
340622,16.851
340623,8.7628
340624,8.2236
340625,7.954
340626,16.042
340627,16.311
340628,16.311
340629,16.042
340630,16.311
340631,15.503
340632,7.6844
340633,8.2236
340634,7.6844
340635,9.302
340636,16.851
340637,15.772
340638,16.042
340639,16.042
340640,16.042
340641,16.042
340642,15.772
340643,16.581
340644,12.807
340645,7.1452
340646,8.2236
340647,7.954
340648,7.954
340649,7.954
340650,7.6844
340651,8.4932
340652,5.7973
340653,19.007
340654,19.816
340655,14.963
340656,16.042
340657,15.772
340658,15.772
340659,15.772
340660,15.772
340661,15.772
340662,15.772
340663,15.772
340664,15.772
340665,15.772
340666,15.772
340667,15.772
340668,15.503
340669,15.503
340670,7.4148
340671,7.6844
340672,7.4148
340673,7.4148
340674,8.2236
340675,16.311
340676,14.155
340677,6.8756
340678,7.6844
340679,7.1452
340680,8.2236
340681,4.7189
340682,1.4838
340683,5.2581
340684,0.94458
340685,8.4932
340686,7.1452
340687,7.4148
340688,7.4148
340689,7.4148
340690,7.4148
340691,7.6844
340692,6.6061
340693,12.268
340694,16.042
340695,15.233
340696,15.503
340697,15.233
340698,15.233
340699,15.233
340700,15.233
340701,15.233
340702,15.233
340703,15.503
340704,14.424
340705,23.051
340706,16.042
340707,14.963
340708,15.233
340709,15.233
340710,7.1452
340711,15.233
340712,14.963
340713,15.233
340714,14.963
340715,14.963
340716,14.963
340717,15.233
340718,14.694
340719,16.851
340720,22.243
340721,13.885
340722,15.233
340723,14.963
340724,14.963
340725,14.963
340726,14.963
340727,14.963
340728,14.963
340729,14.963
340730,14.963
340731,14.963
340732,14.694
340733,14.694
340734,14.694
340735,14.694
340736,14.694
340737,14.694
340738,14.694
340739,14.694
340740,14.694
340741,14.963
340742,13.615
340743,21.973
340744,16.311
340745,14.155
340746,14.694
340747,14.424
340748,14.694
340749,14.424
340750,14.694
340751,6.6061
340752,6.6061
340753,6.3365
340754,6.6061
340755,6.3365
340756,7.1452
340757,14.155
340758,6.6061
340759,15.772
340760,12.537
340761,7.1452
340762,15.233
340763,14.694
340764,12.537
340765,5.2581
340766,7.1452
340767,3.3709
340779,3.6405
340780,7.4148
340781,5.2581
340782,13.346
340783,8.4932
340784,5.7973
340785,6.3365
340786,6.6061
340787,5.7973
340788,13.615
340789,14.694
340790,13.885
340791,21.973
340792,22.512
340793,22.243
340794,22.243
340795,22.243
340796,22.243
340797,22.243
340798,22.243
340799,22.243
340800,22.243
340801,21.973
340802,23.59
340803,30.33
340804,32.217
340805,36.531
340806,31.678
340807,36.261
340808,31.948
340809,36.531
340810,28.713
340811,30.33
340812,29.791
340813,29.791
340814,29.791
340815,29.791
340816,29.791
340817,29.791
340818,29.522
340819,30.6
340820,24.399
340821,20.895
340822,21.703
340823,21.434
340824,21.434
340825,21.164
340826,22.512
340827,13.885
340828,20.086
340829,21.703
340830,21.164
340831,21.434
340832,21.434
340833,21.434
340834,21.164
340835,21.434
340836,13.076
340837,21.164
340838,12.807
340839,13.346
340840,13.076
340841,13.076
340842,13.076
340843,12.807
340844,14.424
340845,21.973
340846,20.895
340847,21.164
340848,20.895
340849,20.895
340850,21.164
340851,20.355
340852,24.13
340853,29.791
340854,28.713
340855,28.982
340856,28.713
340857,29.791
340858,24.399
340859,20.086
340860,20.895
340861,20.625
340862,20.625
340863,20.625
340864,20.625
340865,20.625
340866,20.355
340867,21.434
340868,13.885
340869,11.998
340870,13.076
340871,5.5277
340872,3.6405
340873,11.998
340874,12.537
340875,12.537
340876,12.268
340877,20.355
340878,20.355
340879,20.355
340880,20.355
340881,20.355
340882,20.355
340883,20.355
340884,20.355
340885,20.086
340886,20.625
340887,18.468
340888,11.728
340889,10.65
340890,1.4838
340916,11.998
340917,53.246
340918,110.67
340919,160.01
340920,225.79
340921,282.94
340922,340.9
340923,406.41
340924,462.22
340925,511.29
340926,557.93
340927,589.74
340928,619.12
340929,634.76
340930,645.27
340931,634.22
340932,623.71
340933,606.18
340934,585.96
340935,563.32
340936,544.45
340937,540.94
340938,560.35
340939,575.45
340940,589.47
340941,584.89
340942,556.85
340943,519.64
340944,466.26
340945,413.15
340946,358.16
340947,303.97
340948,261.91
340949,213.65
340950,169.98
340951,128.46
340952,93.955
340953,60.525
340954,34.913
340955,9.302
341227,2.023
341228,0.94458
341229,0.94458
341230,1.2142
341232,5.2581
341233,9.8412
341234,8.7628
341235,9.0324
341236,9.0324
341237,9.0324
341238,9.0324
341239,8.7628
341240,9.8412
341241,2.8317
341243,0.94458
341244,1.4838
341249,1.2142
341250,0.94458
341251,0.94458
341252,0.94458
341253,9.0324
341254,9.0324
341255,9.0324
341256,9.0324
341257,7.954
341258,1.2142
341259,9.8412
341260,8.7628
341261,9.0324
341262,9.302
341263,7.1452
341265,1.2142
341267,3.6405
341268,9.8412
341269,7.954
341270,12.268
341271,17.659
341272,17.659
341273,12.537
341274,8.7628
341275,4.4493
341277,0.94458
341280,1.7534
341289,0.94458
341292,0.94458
341300,1.4838
341302,0.94458
341304,2.5621
341305,10.111
341306,7.1452
341329,1.2142
341330,0.94458
341331,0.94458
341332,0.94458
341333,1.2142
341356,9.8412
341357,13.615
341358,13.346
341359,13.615
341360,8.2236
341361,9.302
341362,8.7628
341363,9.8412
341364,3.3709
341366,1.4838
341368,7.4148
341369,10.111
341370,1.7534
341371,1.4838
341377,0.94458
341378,0.94458
341379,0.94458
341380,0.94458
341381,0.94458
341382,0.94458
341383,0.94458
341384,0.94458
341385,0.94458
341386,0.94458
341387,0.94458
341388,1.4838
341394,2.023
341396,4.7189
341397,9.8412
341398,8.7628
341399,9.302
341400,8.7628
341401,9.8412
341402,4.1797
341404,1.2142
341405,0.94458
341406,1.2142
341408,7.1452
341409,10.111
341410,2.2925
341412,1.7534
341417,1.2142
341419,0.94458
341420,0.94458
341421,0.94458
341422,0.94458
341423,0.94458
341424,0.94458
341425,0.94458
341426,0.94458
341427,0.94458
341428,0.94458
341429,0.94458
341430,1.4838
341457,0.94458
341458,0.94458
341459,9.302
341460,1.2142
341461,1.2142
341462,1.2142
341463,1.2142
341464,1.2142
341465,1.2142
341466,0.94458
341467,2.2925
341468,9.8412
341469,9.0324
341470,9.302
341471,9.302
341472,8.7628
341473,11.998
341474,15.772
341475,8.2236
341476,9.5716
341477,9.0324
341478,9.8412
341479,5.5277
341482,4.4493
341483,14.424
341484,17.659
341485,17.12
341486,17.12
341487,17.12
341488,16.851
341489,17.929
341490,10.92
341491,9.302
341492,2.8317
341494,0.94458
341495,1.4838
341499,1.2142
341500,0.94458
341501,1.2142
341509,1.7534
341511,2.5621
341512,9.8412
341513,8.7628
341514,9.0324
341515,9.0324
341516,8.7628
341517,9.5716
341518,6.0669
341520,0.94458
341521,1.7534
341531,1.2142
341532,1.7534
341536,1.4838
341538,1.4838
341545,1.2142
341546,0.94458
341547,1.2142
341548,0.94458
341549,1.7534
341550,9.5716
341551,8.7628
341552,9.5716
341553,7.6844
341555,3.9101
341556,7.1452
341557,2.8317
341558,7.954
341585,11.998
341586,61.334
341587,119.3
341588,185.08
341589,241.96
341590,300.19
341591,365.71
341592,421.24
341593,470.31
341594,516.95
341595,547.68
341596,581.11
341597,610.23
341598,621.01
341599,614.54
341600,595.94
341601,579.22
341602,561.97
341603,545.52
341604,526.38
341605,520.45
341606,532.04
341607,559.81
341608,575.99
341609,570.06
341610,546.06
341611,513.17
341612,464.11
341613,404.26
341614,345.76
341615,293.72
341616,243.58
341617,200.44
341618,158.93
341619,124.15
341620,91.528
341621,57.829
341622,32.217
341623,7.4148
341904,0.94458
341919,3.1013
341920,2.8317
341921,2.8317
341922,2.8317
341923,2.8317
341924,3.1013
341925,2.023
341951,1.7534
341952,3.1013
341953,4.4493
341956,2.5621
341957,3.6405
341982,3.9101
341983,3.9101
342005,3.9101
342006,2.5621
342008,4.4493
342009,2.2925
342017,5.2581
342020,1.2142
342031,1.2142
342032,4.1797
342033,3.3709
342034,3.6405
342035,3.6405
342036,3.6405
342037,3.6405
342038,3.1013
342039,10.92
342040,11.728
342041,11.459
342042,11.459
342043,11.728
342044,3.3709
342045,3.3709
342054,4.4493
342055,3.3709
342056,3.6405
342057,3.6405
342058,3.3709
342059,4.4493
342062,4.7189
342063,3.3709
342064,3.6405
342065,3.6405
342066,3.6405
342067,3.6405
342068,3.3709
342069,4.4493
342075,1.7534
342076,3.9101
342077,3.6405
342078,2.8317
342079,10.65
342080,11.728
342081,11.459
342082,11.459
342083,11.459
342084,11.459
342085,11.459
342086,11.459
342087,11.189
342088,3.1013
342089,3.6405
342090,3.3709
342091,3.3709
342092,3.3709
342093,3.6405
342094,2.023
342098,4.1797
342099,3.1013
342100,3.3709
342101,3.3709
342102,3.3709
342103,3.3709
342104,3.3709
342105,3.3709
342106,3.1013
342107,4.4493
342110,4.1797
342111,3.1013
342112,3.3709
342113,3.3709
342114,3.3709
342115,3.3709
342116,3.3709
342117,3.3709
342118,3.3709
342119,3.3709
342120,3.1013
342121,3.9101
342125,3.1013
342126,3.3709
342127,3.3709
342150,4.7189
342151,2.2925
342152,9.5716
342153,7.1452
342154,2.8317
342155,4.1797
342156,2.5621
342157,10.38
342158,5.7973
342159,3.1013
342160,3.6405
342161,3.6405
342162,3.6405
342163,3.6405
342164,3.6405
342165,3.6405
342166,3.6405
342167,3.6405
342168,3.3709
342169,11.728
342170,11.459
342171,11.728
342172,11.728
342173,11.459
342174,12.537
342175,19.277
342176,10.65
342177,11.728
342178,11.459
342179,10.92
342180,14.155
342181,17.659
342182,13.346
342183,18.199
342184,10.38
342185,11.459
342186,11.998
342187,7.954
342188,2.5621
342189,3.6405
342190,3.3709
342191,3.3709
342192,3.3709
342193,3.3709
342194,3.3709
342195,3.3709
342196,3.6405
342197,2.5621
342198,9.0324
342199,12.537
342200,4.9885
342201,2.8317
342202,3.3709
342203,3.3709
342204,3.3709
342205,3.3709
342206,3.1013
342207,3.3709
342208,3.1013
342209,11.189
342210,11.189
342211,11.189
342212,3.1013
342213,3.3709
342214,3.1013
342215,3.1013
342216,3.1013
342217,3.1013
342218,3.1013
342219,3.1013
342220,3.1013
342221,3.1013
342222,3.1013
342223,3.1013
342224,3.1013
342225,3.1013
342226,3.3709
342227,2.5621
342228,6.3365
342229,11.998
342230,10.65
342231,11.998
342232,6.8756
342233,2.2925
342234,3.3709
342235,3.1013
342236,3.1013
342237,3.1013
342238,3.1013
342239,3.3709
